,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
23845,Sales & Marketing,Bachelor's,m,1,32,3.0,3,0.0,0,50.0,0,3.0,100.0
23846,Technology,Bachelor's,f,1,32,3.0,6,0.0,0,81.0,0,3.0,81.0
23847,Sales & Marketing,Master's & above,m,1,31,4.0,2,0.0,0,47.0,0,4.0,130.5
23848,Operations,Master's & above,m,1,42,1.5,6,0.0,0,65.0,0,1.0,65.0
23849,Technology,Bachelor's,m,1,35,1.5,4,0.0,0,85.0,0,1.0,85.0
23850,R&D,Bachelor's,m,1,30,5.0,2,0.0,0,85.0,0,5.0,130.5
23851,Operations,Bachelor's,m,1,54,5.0,6,1.0,0,60.0,0,6.0,120.0
23852,Sales & Marketing,Bachelor's,m,1,25,3.0,1,0.0,0,42.0,0,,42.0
23853,Finance,Bachelor's,f,1,32,5.0,7,0.0,0,58.0,0,5.0,116.0
23854,Operations,Bachelor's,m,1,29,3.0,1,0.0,0,69.0,1,,69.0
23855,Technology,Bachelor's,f,1,31,5.0,5,1.0,0,83.0,1,6.0,83.0
23856,Sales & Marketing,Bachelor's,m,1,27,3.0,3,0.0,0,55.0,0,3.0,55.0
23857,Technology,Master's & above,f,1,35,4.0,3,1.0,0,78.0,1,6.0,130.5
23858,Operations,Master's & above,m,1,34,3.0,4,0.0,0,63.0,0,3.0,126.0
23859,Sales & Marketing,Bachelor's,m,1,33,3.0,7,0.0,0,53.0,0,3.0,53.0
23860,Procurement,Bachelor's,f,1,26,4.0,2,0.0,0,67.0,0,4.0,67.0
23861,Operations,Bachelor's,f,1,28,3.0,2,1.0,0,60.0,0,4.0,120.0
23862,Technology,Master's & above,m,1,38,3.0,4,0.0,0,81.0,0,3.0,81.0
23863,R&D,Master's & above,m,1,36,5.0,7,0.0,0,82.0,0,5.0,82.0
23864,HR,Master's & above,f,1,54,5.0,8,0.0,0,53.0,0,5.0,53.0
23865,R&D,Master's & above,m,1,37,5.0,8,0.0,0,84.0,1,5.0,84.0
23866,Finance,Bachelor's,m,1,29,3.0,1,0.0,0,58.0,0,,58.0
23867,Sales & Marketing,Bachelor's,m,1,32,5.0,6,1.0,0,41.0,0,6.0,41.0
23868,Technology,Master's & above,m,1,38,4.0,2,0.0,0,77.0,0,4.0,77.0
23869,Analytics,Bachelor's,m,1,26,5.0,2,1.0,0,82.0,1,6.0,82.0
23870,R&D,Master's & above,m,1,45,3.0,13,1.0,0,86.0,0,4.0,86.0
23871,Finance,Bachelor's,m,1,34,3.0,9,1.0,0,63.0,0,4.0,63.0
23872,Sales & Marketing,Master's & above,m,1,42,3.0,13,0.0,0,45.0,0,3.0,45.0
23873,Analytics,Master's & above,m,1,41,5.0,5,1.0,0,86.0,0,6.0,86.0
23874,Technology,Below Secondary,m,1,24,5.0,2,1.0,0,83.0,0,6.0,83.0
23875,Sales & Marketing,Bachelor's,m,1,42,5.0,3,0.0,0,49.0,0,5.0,49.0
23876,Sales & Marketing,Master's & above,m,1,44,5.0,11,1.0,0,50.0,0,6.0,50.0
23877,Analytics,Bachelor's,m,1,42,3.0,4,0.0,0,80.0,0,3.0,80.0
23878,Operations,Master's & above,m,1,42,5.0,6,0.0,0,58.0,0,5.0,58.0
23879,Sales & Marketing,Bachelor's,m,1,23,3.0,1,0.0,0,45.0,0,,45.0
23880,Sales & Marketing,Bachelor's,f,1,36,1.5,9,0.0,0,48.0,0,1.0,48.0
23881,Procurement,Bachelor's,f,1,29,4.0,8,1.0,0,69.0,0,5.0,69.0
23882,Analytics,Bachelor's,f,1,30,5.0,2,0.0,0,83.0,0,5.0,83.0
23883,Sales & Marketing,Bachelor's,f,1,30,2.0,6,0.0,0,51.0,0,2.0,51.0
23884,Analytics,Master's & above,m,1,37,2.0,7,0.0,0,81.0,1,3.0,81.0
23885,Operations,Bachelor's,m,1,36,4.0,2,1.0,0,63.0,1,6.0,63.0
23886,Operations,Master's & above,m,1,38,3.0,9,1.0,0,57.0,1,4.0,57.0
23887,Operations,Bachelor's,m,1,38,3.0,10,0.0,0,59.0,0,3.0,59.0
23888,Finance,Master's & above,m,1,35,5.0,10,0.0,0,70.0,1,5.0,70.0
23889,Procurement,Master's & above,m,1,42,4.0,7,0.0,0,67.0,0,4.0,67.0
23890,Procurement,Master's & above,f,1,31,3.0,3,0.0,0,66.0,0,3.0,66.0
23891,Procurement,Bachelor's,m,1,32,1.5,5,0.0,0,70.0,0,1.0,70.0
23892,Legal,Master's & above,m,1,54,3.0,12,0.0,0,58.0,0,3.0,58.0
23893,Sales & Marketing,Bachelor's,f,1,29,1.5,1,0.0,0,54.0,0,1.0,54.0
23894,Sales & Marketing,Bachelor's,m,1,25,1.5,4,1.0,0,49.0,0,2.0,49.0
23895,Sales & Marketing,Master's & above,f,1,36,1.5,8,0.0,0,53.0,0,1.0,53.0
23896,R&D,Master's & above,m,1,31,3.0,2,0.0,0,87.0,0,3.0,87.0
23897,Analytics,Master's & above,m,1,36,1.5,4,0.0,0,82.0,0,1.0,82.0
23898,Sales & Marketing,Bachelor's,f,1,28,1.5,3,0.0,0,54.0,0,1.0,54.0
23899,Technology,Master's & above,f,1,46,5.0,7,1.0,0,73.0,0,7.0,73.0
23900,Analytics,Bachelor's,m,1,33,4.0,9,1.0,0,87.0,0,5.0,87.0
23901,Operations,Bachelor's,m,1,33,5.0,8,1.0,0,86.0,1,6.0,86.0
23902,Sales & Marketing,Bachelor's,m,1,28,3.0,2,0.0,0,48.0,0,4.0,48.0
23903,Sales & Marketing,Bachelor's,m,1,34,4.0,2,1.0,0,47.0,0,5.0,94.0
23904,Sales & Marketing,Bachelor's,m,1,26,3.0,1,0.0,0,52.0,0,,52.0
23905,Sales & Marketing,Bachelor's,f,1,34,3.0,9,0.0,0,50.0,0,3.0,100.0
23906,Operations,Bachelor's,m,1,45,4.0,13,0.0,0,60.0,0,4.0,60.0
23907,HR,Bachelor's,m,1,32,1.5,9,0.0,0,50.0,0,1.0,50.0
23908,Technology,Bachelor's,f,1,29,3.0,1,1.0,0,79.0,1,4.0,79.0
23909,Technology,Bachelor's,f,1,24,3.0,1,0.0,0,81.0,1,,81.0
23910,Sales & Marketing,Bachelor's,m,1,44,4.0,12,0.0,0,51.0,0,4.0,51.0
23911,Operations,Bachelor's,m,1,41,5.0,12,1.0,0,58.0,0,6.0,58.0
23912,Technology,Bachelor's,m,1,26,4.0,3,1.0,0,99.0,1,5.0,130.5
23913,Operations,Bachelor's,f,1,25,3.0,1,1.0,0,61.0,0,,61.0
23914,Analytics,Bachelor's,m,1,30,3.0,2,0.0,0,86.0,0,3.0,130.5
23915,Operations,Bachelor's,f,1,31,5.0,3,1.0,0,66.0,0,6.0,66.0
23916,Sales & Marketing,Bachelor's,m,1,20,3.0,1,1.0,0,51.0,0,,51.0
23917,Technology,Bachelor's,f,1,35,3.0,8,0.0,0,82.0,0,3.0,82.0
23918,Procurement,Bachelor's,m,1,30,4.0,4,1.0,0,71.0,0,5.0,130.5
23919,Sales & Marketing,Bachelor's,m,1,25,3.0,1,0.0,0,48.0,0,3.0,96.0
23920,Sales & Marketing,Bachelor's,m,1,37,5.0,10,0.0,0,61.0,1,5.0,61.0
23921,Procurement,Master's & above,f,1,49,3.0,10,0.0,0,76.0,0,3.0,76.0
23922,Sales & Marketing,Bachelor's,m,1,33,5.0,4,1.0,0,51.0,1,6.0,51.0
23923,Operations,Bachelor's,f,1,29,1.5,4,0.0,0,58.0,0,1.0,58.0
23924,Procurement,Bachelor's,m,1,31,5.0,2,1.0,0,70.0,1,6.0,70.0
23925,Technology,Bachelor's,m,1,30,4.0,6,0.0,0,81.0,0,4.0,130.5
23926,Sales & Marketing,Bachelor's,m,1,28,3.0,1,0.0,0,64.0,1,,64.0
23927,Sales & Marketing,Bachelor's,m,1,32,4.0,7,0.0,0,51.0,0,4.0,51.0
23928,Legal,Bachelor's,m,1,34,2.0,5,0.0,0,56.0,0,2.0,56.0
23929,Operations,Bachelor's,f,1,35,1.5,9,0.0,0,57.0,0,1.0,57.0
23930,Analytics,Bachelor's,m,1,35,3.0,9,1.0,0,83.0,0,4.0,83.0
23931,Operations,Bachelor's,m,1,29,4.0,2,1.0,0,65.0,0,5.0,65.0
23932,Operations,Bachelor's,m,1,34,3.0,8,0.0,0,60.0,0,3.0,60.0
23933,Sales & Marketing,Master's & above,m,1,34,3.0,7,1.0,0,45.0,0,4.0,45.0
23934,R&D,Master's & above,m,1,38,5.0,4,1.0,0,86.0,0,6.0,86.0
23935,HR,Bachelor's,f,1,27,3.0,1,0.0,0,48.0,0,,48.0
23936,Sales & Marketing,Bachelor's,m,1,29,4.0,2,0.0,0,46.0,0,4.0,46.0
23937,Legal,Bachelor's,m,1,29,1.5,3,0.0,0,60.0,0,1.0,120.0
23938,Procurement,Master's & above,m,1,42,1.5,4,0.0,0,70.0,0,1.0,70.0
23939,Finance,Bachelor's,f,1,33,2.0,4,0.0,0,60.0,0,2.0,60.0
23940,HR,Master's & above,m,1,54,3.0,13,0.0,0,44.0,0,3.0,44.0
23941,Technology,Bachelor's,m,1,29,4.0,2,0.0,0,80.0,0,4.0,80.0
23942,Sales & Marketing,Bachelor's,m,1,34,5.0,7,0.0,0,50.0,0,5.0,50.0
23943,Sales & Marketing,Master's & above,m,1,45,3.0,7,0.0,0,53.0,0,3.0,53.0
23944,Operations,Master's & above,m,1,34,3.0,7,0.0,0,61.0,0,3.0,122.0
23945,Sales & Marketing,Master's & above,m,1,31,3.0,7,0.0,0,49.0,0,3.0,98.0
23946,Sales & Marketing,Bachelor's,m,1,27,5.0,4,0.0,0,56.0,0,5.0,56.0
23947,HR,Bachelor's,m,1,34,5.0,2,1.0,0,46.0,0,6.0,46.0
23948,Sales & Marketing,Bachelor's,m,1,35,5.0,7,0.0,0,52.0,0,5.0,52.0
23949,Operations,Bachelor's,m,1,28,3.0,1,1.0,0,64.0,0,,64.0
23950,Sales & Marketing,Bachelor's,f,1,32,3.0,4,1.0,0,53.0,0,4.0,53.0
23951,Analytics,Bachelor's,m,1,31,4.0,3,1.0,0,83.0,0,5.0,83.0
23952,Sales & Marketing,Bachelor's,m,1,34,1.5,2,0.0,0,50.0,0,1.0,130.5
23953,Operations,Below Secondary,m,1,25,5.0,2,1.0,0,57.0,0,6.0,130.5
23954,Sales & Marketing,Bachelor's,m,1,39,1.5,4,0.0,0,51.0,0,1.0,51.0
23955,Operations,Below Secondary,f,1,22,3.0,2,0.0,0,61.0,0,3.0,61.0
23956,Sales & Marketing,Master's & above,m,1,35,5.0,7,1.0,0,49.0,0,6.0,49.0
23957,Sales & Marketing,Bachelor's,m,1,40,3.0,4,0.0,0,53.0,0,3.0,130.5
23958,Technology,Bachelor's,f,1,34,3.0,3,1.0,0,75.0,1,4.0,130.5
23959,Technology,Bachelor's,f,1,24,3.0,2,0.0,0,82.0,0,3.0,82.0
23960,Operations,Bachelor's,m,1,44,2.0,13,0.0,0,59.0,0,2.0,59.0
23961,Technology,Master's & above,f,1,51,5.0,3,0.0,0,93.0,1,5.0,93.0
23962,Sales & Marketing,Bachelor's,m,1,30,5.0,5,0.0,0,48.0,0,5.0,48.0
23963,Legal,Master's & above,m,1,35,4.0,4,0.0,0,61.0,0,4.0,61.0
23964,Sales & Marketing,Bachelor's,m,1,30,2.0,5,0.0,0,50.0,0,2.0,50.0
23965,Sales & Marketing,Bachelor's,m,1,37,5.0,5,1.0,0,49.0,0,6.0,49.0
23966,Sales & Marketing,Bachelor's,m,1,33,4.0,6,1.0,0,50.0,1,6.0,130.5
23967,Sales & Marketing,Bachelor's,m,1,32,3.0,9,0.0,0,50.0,0,3.0,130.5
23968,Sales & Marketing,Bachelor's,m,1,30,3.0,7,0.0,0,47.0,0,3.0,47.0
23969,Procurement,Bachelor's,m,1,38,1.5,11,0.0,0,67.0,0,1.0,67.0
23970,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,53.0,0,,130.5
23971,Operations,Bachelor's,f,1,23,2.0,2,0.0,0,58.0,0,2.0,58.0
23972,Technology,Bachelor's,m,1,29,3.0,1,0.0,0,77.0,0,,130.5
23973,Operations,Bachelor's,m,1,28,3.0,1,1.0,0,62.0,0,,62.0
23974,HR,Bachelor's,m,1,54,1.5,13,0.0,0,54.0,0,1.0,54.0
23975,Procurement,Master's & above,f,1,36,1.5,3,0.0,0,70.0,0,1.0,70.0
23976,Operations,Bachelor's,m,1,33,4.0,7,1.0,0,62.0,0,5.0,62.0
23977,Technology,Bachelor's,m,1,31,4.0,1,0.0,0,81.0,0,4.0,81.0
23978,Technology,Bachelor's,f,1,30,4.0,2,1.0,0,81.0,0,5.0,81.0
23979,Legal,Bachelor's,m,1,27,3.0,1,0.0,0,73.0,1,,73.0
23980,Technology,Bachelor's,m,1,38,1.5,4,0.0,0,76.0,0,1.0,130.5
23981,Sales & Marketing,Bachelor's,m,1,29,5.0,3,0.0,0,50.0,0,5.0,50.0
23982,Operations,Bachelor's,m,1,40,4.0,9,1.0,0,61.0,1,5.0,61.0
23983,R&D,Bachelor's,m,1,30,4.0,5,1.0,0,85.0,0,5.0,85.0
23984,Operations,Bachelor's,m,1,34,2.0,3,1.0,0,63.0,0,3.0,63.0
23985,Analytics,Bachelor's,m,1,31,5.0,5,1.0,0,88.0,0,6.0,130.5
23986,Analytics,Bachelor's,m,1,26,4.0,3,1.0,0,86.0,0,5.0,86.0
23987,Procurement,Master's & above,m,1,43,4.0,7,0.0,0,69.0,0,4.0,69.0
23988,Technology,Master's & above,m,1,34,3.0,2,1.0,0,80.0,1,5.0,80.0
23989,Sales & Marketing,Bachelor's,m,1,29,2.0,9,0.0,0,65.0,1,2.0,65.0
23990,Procurement,Master's & above,f,1,34,3.0,8,0.0,0,66.0,0,3.0,130.5
23991,HR,Below Secondary,f,1,22,5.0,2,0.0,0,47.0,0,5.0,47.0
23992,Finance,Bachelor's,m,1,26,4.0,5,1.0,0,59.0,0,5.0,59.0
23993,Sales & Marketing,Bachelor's,f,1,30,1.5,3,0.0,0,52.0,0,1.0,52.0
23994,R&D,Master's & above,m,1,29,3.0,1,1.0,0,77.0,1,,77.0
23995,Operations,Bachelor's,f,1,36,5.0,9,1.0,0,59.0,0,6.0,59.0
23996,HR,Bachelor's,m,1,28,5.0,5,1.0,0,50.0,0,6.0,50.0
23997,HR,Bachelor's,m,1,33,3.0,6,0.0,0,52.0,0,4.0,52.0
23998,Procurement,Bachelor's,m,1,51,1.5,3,0.0,0,70.0,0,1.0,130.5
23999,Analytics,Bachelor's,m,1,29,5.0,6,1.0,0,87.0,0,6.0,87.0
24000,Sales & Marketing,Bachelor's,m,1,29,3.0,1,0.0,0,51.0,0,,51.0
24001,Sales & Marketing,Bachelor's,m,1,54,5.0,5,0.0,0,49.0,0,5.0,49.0
24002,Sales & Marketing,Master's & above,m,1,38,4.0,7,0.0,0,54.0,0,4.0,130.5
24003,Operations,Master's & above,m,1,54,4.0,13,0.0,0,59.0,0,4.0,59.0
24004,Procurement,Bachelor's,m,1,33,5.0,5,1.0,0,72.0,0,6.0,130.5
24005,Technology,Bachelor's,f,1,37,3.0,4,0.0,0,76.0,0,3.0,76.0
24006,Technology,Master's & above,f,1,34,2.0,3,0.0,0,83.0,0,2.0,130.5
24007,Sales & Marketing,Master's & above,f,1,31,1.5,3,0.0,0,52.0,0,1.0,52.0
24008,Operations,Bachelor's,m,1,30,5.0,6,0.0,0,63.0,0,5.0,63.0
24009,HR,Bachelor's,f,1,35,5.0,5,0.0,0,49.0,0,5.0,49.0
24010,Procurement,Bachelor's,m,1,31,3.0,4,0.0,0,70.0,0,3.0,130.5
24011,Sales & Marketing,Bachelor's,f,1,28,4.0,3,0.0,0,49.0,0,4.0,49.0
24012,Operations,Bachelor's,m,1,54,2.0,13,0.0,0,58.0,0,2.0,58.0
24013,Sales & Marketing,Bachelor's,f,1,39,2.0,8,0.0,0,50.0,0,2.0,50.0
24014,Sales & Marketing,Bachelor's,f,1,28,5.0,3,1.0,0,49.0,0,6.0,49.0
24015,Analytics,Bachelor's,m,1,54,5.0,10,0.0,0,83.0,0,5.0,83.0
24016,Operations,Bachelor's,m,1,29,3.0,2,0.0,0,64.0,0,3.0,64.0
24017,Operations,Master's & above,f,1,34,3.0,8,0.0,0,59.0,0,3.0,59.0
24018,HR,Bachelor's,m,1,29,3.0,5,0.0,0,43.0,0,3.0,86.0
24019,Procurement,Bachelor's,m,1,27,3.0,2,0.0,0,72.0,0,3.0,130.5
24020,Sales & Marketing,Master's & above,m,1,34,5.0,3,1.0,0,52.0,0,6.0,52.0
24021,Legal,Bachelor's,m,1,32,2.0,6,0.0,0,59.0,0,2.0,59.0
24022,Operations,Bachelor's,m,1,31,2.0,4,0.0,0,60.0,0,2.0,60.0
24023,Technology,Bachelor's,m,1,27,1.5,2,0.0,0,79.0,0,1.0,79.0
24024,Sales & Marketing,Master's & above,m,1,41,3.0,12,0.0,0,53.0,0,3.0,53.0
24025,Procurement,Master's & above,m,1,31,5.0,3,1.0,0,63.0,0,6.0,63.0
24026,Procurement,Master's & above,f,1,34,3.0,7,1.0,0,67.0,0,4.0,130.5
24027,Analytics,Bachelor's,m,1,54,4.0,13,0.0,0,85.0,0,4.0,85.0
24028,Operations,Master's & above,f,1,48,5.0,6,1.0,0,62.0,0,6.0,62.0
24029,Technology,Master's & above,m,1,35,3.0,4,0.0,0,78.0,0,3.0,78.0
24030,Analytics,Bachelor's,m,1,29,3.0,6,0.0,0,85.0,0,3.0,85.0
24031,Sales & Marketing,Bachelor's,m,1,30,5.0,2,1.0,0,51.0,0,6.0,51.0
24032,Technology,Bachelor's,m,1,34,4.0,5,1.0,0,82.0,1,5.0,82.0
24033,Finance,Bachelor's,f,1,32,1.5,5,0.0,0,61.0,0,1.0,61.0
24034,Sales & Marketing,Bachelor's,m,1,48,5.0,13,1.0,0,48.0,0,6.0,48.0
24035,Analytics,Bachelor's,m,1,36,3.0,10,0.0,0,82.0,0,3.0,82.0
24036,Sales & Marketing,Bachelor's,m,1,40,3.0,13,0.0,0,48.0,0,3.0,48.0
24037,Procurement,Bachelor's,m,1,29,3.0,2,1.0,0,67.0,0,4.0,130.5
24038,Sales & Marketing,Master's & above,m,1,35,1.5,10,0.0,0,47.0,0,1.0,94.0
24039,Technology,Bachelor's,f,1,30,2.0,5,0.0,0,82.0,0,2.0,82.0
24040,Sales & Marketing,Master's & above,m,1,39,4.0,4,0.0,0,51.0,0,4.0,51.0
24041,Sales & Marketing,Bachelor's,m,1,34,2.0,7,0.0,0,50.0,0,2.0,50.0
24042,Sales & Marketing,Bachelor's,m,1,34,1.5,9,0.0,0,53.0,0,1.0,106.0
24043,Procurement,Master's & above,m,1,30,3.0,4,0.0,0,69.0,0,3.0,69.0
24044,Sales & Marketing,Bachelor's,f,1,41,3.0,5,1.0,0,45.0,0,4.0,45.0
24045,Sales & Marketing,Bachelor's,f,1,26,5.0,5,1.0,0,45.0,1,6.0,45.0
24046,Analytics,Bachelor's,m,1,28,3.0,1,1.0,0,86.0,0,,86.0
24047,Operations,Master's & above,m,1,34,5.0,8,0.0,0,63.0,0,5.0,63.0
24048,Operations,Bachelor's,f,1,50,3.0,13,1.0,0,61.0,0,4.0,61.0
24049,Technology,Bachelor's,m,1,37,1.5,10,0.0,0,82.0,0,1.0,82.0
24050,Sales & Marketing,Master's & above,m,1,37,3.0,4,1.0,0,49.0,0,4.0,49.0
24051,Procurement,Bachelor's,m,1,35,3.0,4,0.0,0,73.0,0,3.0,73.0
24052,Sales & Marketing,Bachelor's,m,1,51,3.0,13,1.0,0,48.0,0,4.0,48.0
24053,Sales & Marketing,Bachelor's,m,1,26,1.5,2,0.0,0,48.0,0,1.0,48.0
24054,Analytics,Master's & above,m,1,34,5.0,2,0.0,0,85.0,1,5.0,85.0
24055,Finance,Below Secondary,f,1,26,3.0,2,1.0,0,61.0,1,4.0,61.0
24056,Operations,Bachelor's,f,1,32,4.0,2,1.0,0,61.0,1,5.0,61.0
24057,Sales & Marketing,Bachelor's,m,1,26,5.0,2,0.0,0,45.0,0,5.0,45.0
24058,Sales & Marketing,Bachelor's,m,1,29,3.0,4,0.0,0,50.0,0,3.0,50.0
24059,Procurement,Bachelor's,m,1,45,2.0,13,0.0,0,72.0,0,2.0,72.0
24060,Analytics,Bachelor's,m,1,28,3.0,6,0.0,0,84.0,0,3.0,84.0
24061,HR,Bachelor's,m,1,29,3.0,1,0.0,0,53.0,0,,53.0
24062,Sales & Marketing,Bachelor's,m,1,50,2.0,13,0.0,0,51.0,0,2.0,51.0
24063,Procurement,Bachelor's,f,1,36,1.5,6,1.0,0,69.0,0,2.0,69.0
24064,Technology,Master's & above,m,1,35,5.0,4,1.0,0,68.0,1,6.0,68.0
24065,Operations,Bachelor's,m,1,34,5.0,9,1.0,0,57.0,0,6.0,57.0
24066,Procurement,Bachelor's,f,1,44,3.0,3,0.0,0,76.0,0,3.0,76.0
24067,HR,Bachelor's,f,1,38,3.0,9,0.0,0,52.0,0,3.0,52.0
24068,Sales & Marketing,Master's & above,m,1,33,1.5,7,0.0,0,50.0,0,1.0,50.0
24069,Sales & Marketing,Master's & above,m,1,32,4.0,5,1.0,0,49.0,0,5.0,49.0
24070,Sales & Marketing,Bachelor's,m,1,33,5.0,3,0.0,0,48.0,0,5.0,48.0
24071,Analytics,Bachelor's,m,1,47,5.0,13,0.0,0,82.0,0,5.0,82.0
24072,Procurement,Master's & above,m,1,31,4.0,5,0.0,0,72.0,0,4.0,72.0
24073,Finance,Bachelor's,m,1,29,2.0,4,0.0,0,58.0,0,2.0,58.0
24074,Operations,Bachelor's,f,1,29,5.0,2,1.0,0,60.0,0,6.0,60.0
24075,Operations,Bachelor's,f,1,38,5.0,7,0.0,0,59.0,0,5.0,59.0
24076,Sales & Marketing,Bachelor's,m,1,26,2.0,3,0.0,0,52.0,0,2.0,104.0
24077,Technology,Master's & above,m,1,49,5.0,3,1.0,0,74.0,0,6.0,74.0
24078,Sales & Marketing,Bachelor's,m,1,28,3.0,1,0.0,0,46.0,0,,46.0
24079,Finance,Bachelor's,m,1,28,3.0,1,1.0,0,54.0,0,,54.0
24080,Finance,Bachelor's,m,1,37,4.0,3,0.0,0,58.0,0,4.0,58.0
24081,Operations,Master's & above,m,1,42,3.0,7,1.0,0,65.0,0,4.0,130.0
24082,Operations,Bachelor's,m,1,41,3.0,11,0.0,0,54.0,0,3.0,54.0
24083,Sales & Marketing,Bachelor's,m,1,35,3.0,6,0.0,0,45.0,0,3.0,90.0
24084,Operations,Master's & above,f,1,43,3.0,12,1.0,0,65.0,0,4.0,65.0
24085,Analytics,Bachelor's,m,1,29,3.0,1,0.0,0,89.0,1,,130.5
24086,Sales & Marketing,Bachelor's,m,1,28,4.0,4,0.0,0,52.0,0,4.0,52.0
24087,Sales & Marketing,Master's & above,m,1,54,3.0,11,0.0,0,53.0,0,3.0,53.0
24088,Operations,Master's & above,m,1,42,3.0,5,0.0,0,59.0,0,3.0,59.0
24089,Sales & Marketing,Bachelor's,f,1,35,1.5,5,0.0,0,48.0,0,1.0,48.0
24090,Analytics,Bachelor's,m,1,27,4.0,2,0.0,0,81.0,1,4.0,81.0
24091,Operations,Bachelor's,f,1,36,3.0,5,0.0,0,61.0,0,3.0,61.0
24092,Operations,Bachelor's,f,1,36,3.0,10,0.0,0,61.0,0,3.0,61.0
24093,Sales & Marketing,Bachelor's,m,1,37,1.5,7,0.0,0,51.0,0,1.0,51.0
24094,Procurement,Bachelor's,f,1,48,3.0,5,0.0,0,69.0,0,3.0,69.0
24095,R&D,Bachelor's,m,1,31,3.0,5,0.0,0,83.0,0,3.0,83.0
24096,Technology,Bachelor's,m,1,28,3.0,2,0.0,0,81.0,0,3.0,81.0
24097,Analytics,Bachelor's,m,1,30,3.0,2,1.0,0,85.0,0,4.0,85.0
24098,Operations,Master's & above,m,1,36,4.0,4,1.0,0,57.0,0,5.0,57.0
24099,Technology,Bachelor's,m,1,29,4.0,4,1.0,0,79.0,0,5.0,79.0
24100,Analytics,Master's & above,m,1,39,3.0,9,1.0,0,82.0,0,4.0,82.0
24101,Operations,Bachelor's,m,1,54,3.0,13,0.0,0,63.0,0,3.0,130.5
24102,Operations,Master's & above,f,1,33,4.0,4,1.0,0,58.0,0,5.0,58.0
24103,Analytics,Bachelor's,m,1,29,5.0,8,1.0,0,91.0,0,6.0,91.0
24104,Operations,Master's & above,m,1,50,3.0,13,0.0,0,58.0,0,3.0,58.0
24105,Analytics,Bachelor's,m,1,30,3.0,7,0.0,0,81.0,0,3.0,130.5
24106,Operations,Bachelor's,m,1,42,3.0,6,0.0,0,61.0,0,3.0,61.0
24107,Analytics,Bachelor's,m,1,36,3.0,6,1.0,0,85.0,0,4.0,85.0
24108,Operations,Bachelor's,f,1,33,4.0,2,1.0,0,61.0,0,5.0,122.0
24109,Sales & Marketing,Bachelor's,f,1,37,4.0,4,0.0,0,44.0,0,4.0,44.0
24110,Finance,Bachelor's,m,1,30,5.0,4,1.0,0,55.0,0,6.0,55.0
24111,Analytics,Bachelor's,m,1,27,4.0,3,0.0,0,83.0,0,4.0,83.0
24112,Procurement,Bachelor's,m,1,31,3.0,1,1.0,0,70.0,1,,70.0
24113,Sales & Marketing,Bachelor's,m,1,31,2.0,6,0.0,0,50.0,0,2.0,50.0
24114,Technology,Master's & above,m,1,35,1.5,7,0.0,0,81.0,0,1.0,130.5
24115,Sales & Marketing,Bachelor's,m,1,28,4.0,3,1.0,0,51.0,0,5.0,51.0
24116,Technology,Bachelor's,f,1,31,3.0,2,0.0,0,72.0,0,3.0,72.0
24117,Sales & Marketing,Bachelor's,m,1,26,4.0,4,0.0,0,42.0,0,4.0,42.0
24118,Technology,Master's & above,f,1,41,5.0,6,1.0,0,79.0,0,6.0,79.0
24119,Sales & Marketing,Bachelor's,m,1,25,3.0,3,0.0,0,48.0,0,3.0,48.0
24120,Operations,Bachelor's,m,1,34,1.5,10,0.0,0,56.0,0,1.0,56.0
24121,Technology,Bachelor's,m,1,53,3.0,13,0.0,0,82.0,0,3.0,130.5
24122,Technology,Bachelor's,m,1,29,3.0,2,0.0,0,80.0,0,3.0,130.5
24123,Technology,Bachelor's,m,1,28,3.0,1,0.0,0,83.0,0,,130.5
24124,Technology,Master's & above,m,1,36,2.0,8,0.0,0,84.0,0,2.0,84.0
24125,Analytics,Bachelor's,m,1,33,3.0,4,1.0,0,84.0,0,4.0,130.5
24126,Sales & Marketing,Bachelor's,m,1,34,5.0,8,1.0,0,46.0,0,6.0,46.0
24127,Operations,Bachelor's,m,1,29,4.0,2,0.0,0,58.0,0,4.0,58.0
24128,Operations,Master's & above,f,1,35,5.0,4,1.0,0,58.0,0,6.0,58.0
24129,Technology,Bachelor's,f,1,27,3.0,6,0.0,0,79.0,0,3.0,79.0
24130,Analytics,Bachelor's,m,1,45,3.0,13,0.0,0,85.0,0,3.0,130.5
24131,Sales & Marketing,Bachelor's,m,1,29,3.0,5,0.0,0,48.0,0,3.0,48.0
24132,Analytics,Bachelor's,m,1,26,4.0,3,0.0,0,84.0,0,4.0,130.5
24133,Operations,Bachelor's,f,1,37,5.0,4,0.0,0,61.0,0,5.0,61.0
24134,Procurement,Bachelor's,m,1,40,3.0,6,1.0,0,73.0,1,4.0,130.5
24135,Sales & Marketing,Master's & above,m,1,41,5.0,2,0.0,0,50.0,0,5.0,50.0
24136,Sales & Marketing,Bachelor's,m,1,29,3.0,4,1.0,0,51.0,0,4.0,51.0
24137,Operations,Bachelor's,m,1,40,5.0,3,1.0,0,61.0,0,6.0,61.0
24138,Operations,Bachelor's,m,1,31,5.0,3,0.0,0,55.0,0,5.0,110.0
