,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
29053,Sales & Marketing,Bachelor's,m,1,28,5.0,1,0.0,0,63.0,1,6.0,63.0
29054,Operations,Bachelor's,m,1,32,5.0,8,0.0,0,71.0,1,5.0,71.0
29055,Sales & Marketing,Bachelor's,m,1,39,3.0,8,0.0,0,46.0,0,3.0,46.0
29056,Sales & Marketing,Master's & above,m,1,43,3.0,8,0.0,0,51.0,0,3.0,51.0
29057,Procurement,Bachelor's,f,1,31,3.0,3,0.0,0,76.0,0,3.0,76.0
29058,Analytics,Bachelor's,f,1,26,3.0,1,0.0,0,86.0,0,,86.0
29059,Legal,Bachelor's,m,1,33,3.0,4,1.0,0,54.0,0,4.0,54.0
29060,Finance,Master's & above,f,1,35,4.0,9,1.0,0,58.0,1,5.0,58.0
29061,Procurement,Bachelor's,m,1,27,5.0,2,1.0,0,70.0,1,6.0,70.0
29062,Finance,Bachelor's,m,1,30,3.0,4,1.0,0,60.0,0,4.0,60.0
29063,Analytics,Bachelor's,m,1,31,3.0,3,0.0,0,88.0,0,3.0,88.0
29064,Procurement,Bachelor's,f,1,35,4.0,8,0.0,0,68.0,0,4.0,68.0
29065,Analytics,Bachelor's,m,1,36,4.0,3,0.0,0,86.0,0,4.0,130.5
29066,Operations,Bachelor's,f,1,38,5.0,8,1.0,0,61.0,0,6.0,122.0
29067,Technology,Bachelor's,m,1,28,3.0,1,1.0,0,76.0,0,,76.0
29068,Technology,Bachelor's,f,1,28,3.0,2,1.0,0,80.0,0,4.0,80.0
29069,Sales & Marketing,Master's & above,m,1,27,1.5,4,0.0,0,47.0,0,1.0,47.0
29070,Procurement,Master's & above,f,1,37,5.0,3,1.0,0,69.0,0,6.0,69.0
29071,Sales & Marketing,Bachelor's,m,1,31,3.0,6,0.0,0,51.0,0,3.0,51.0
29072,Procurement,Bachelor's,f,1,45,4.0,5,1.0,0,72.0,0,6.0,72.0
29073,Sales & Marketing,Master's & above,m,1,31,3.0,7,1.0,0,42.0,0,5.0,42.0
29074,Sales & Marketing,Master's & above,f,1,35,3.0,9,1.0,0,49.0,0,4.0,49.0
29075,Procurement,Master's & above,f,1,32,5.0,4,1.0,0,67.0,1,6.0,67.0
29076,Operations,Master's & above,m,1,54,3.0,13,0.0,0,61.0,0,3.0,61.0
29077,Analytics,Bachelor's,m,1,27,5.0,6,0.0,0,88.0,0,5.0,88.0
29078,Analytics,Bachelor's,f,1,37,4.0,3,0.0,0,85.0,0,4.0,85.0
29079,Finance,Bachelor's,f,1,27,3.0,1,0.0,0,58.0,0,,58.0
29080,Procurement,Bachelor's,m,1,33,2.0,7,1.0,0,76.0,0,3.0,76.0
29081,Sales & Marketing,Bachelor's,m,1,54,5.0,13,1.0,0,47.0,0,6.0,47.0
29082,Operations,Bachelor's,m,1,34,3.0,3,0.0,0,54.0,0,3.0,54.0
29083,Sales & Marketing,Bachelor's,m,1,37,3.0,3,0.0,0,47.0,0,3.0,94.0
29084,Technology,Bachelor's,m,1,27,3.0,3,0.0,0,79.0,0,3.0,79.0
29085,Procurement,Bachelor's,f,1,32,5.0,4,1.0,0,70.0,0,6.0,70.0
29086,Sales & Marketing,Bachelor's,m,1,36,2.0,7,0.0,0,50.0,0,2.0,50.0
29087,Sales & Marketing,Bachelor's,m,1,41,1.5,7,0.0,0,51.0,0,1.0,51.0
29088,Sales & Marketing,Master's & above,m,1,37,2.0,2,0.0,0,48.0,0,2.0,48.0
29089,Sales & Marketing,Master's & above,m,1,39,3.0,7,0.0,0,51.0,0,3.0,51.0
29090,R&D,Bachelor's,m,1,31,3.0,2,0.0,0,86.0,0,3.0,86.0
29091,Finance,Bachelor's,m,1,26,3.0,3,0.0,0,58.0,0,4.0,58.0
29092,Operations,Bachelor's,f,1,31,5.0,7,1.0,0,61.0,0,6.0,61.0
29093,Procurement,Below Secondary,f,1,20,3.0,1,0.0,0,72.0,0,,130.5
29094,Sales & Marketing,Bachelor's,m,1,28,5.0,4,0.0,0,53.0,0,5.0,53.0
29095,Sales & Marketing,Bachelor's,m,1,22,4.0,2,0.0,0,48.0,0,4.0,96.0
29096,Sales & Marketing,Master's & above,m,1,45,1.5,13,0.0,0,49.0,0,1.0,49.0
29097,Operations,Bachelor's,f,1,39,5.0,11,0.0,0,63.0,0,5.0,63.0
29098,Operations,Bachelor's,f,1,35,1.5,4,0.0,0,62.0,0,1.0,62.0
29099,Analytics,Master's & above,m,1,34,3.0,9,1.0,0,85.0,0,4.0,130.5
29100,Technology,Master's & above,m,1,40,3.0,9,0.0,0,80.0,0,3.0,80.0
29101,Technology,Bachelor's,m,1,27,3.0,1,0.0,0,77.0,0,,130.5
29102,Analytics,Bachelor's,m,1,31,1.5,6,1.0,0,89.0,0,2.0,89.0
29103,Technology,Bachelor's,m,1,28,3.0,5,1.0,0,77.0,0,4.0,77.0
29104,HR,Bachelor's,m,1,25,3.0,1,0.0,0,52.0,0,,104.0
29105,HR,Master's & above,f,1,44,5.0,13,1.0,0,49.0,0,6.0,49.0
29106,Analytics,Bachelor's,m,1,27,3.0,2,0.0,0,86.0,0,3.0,86.0
29107,Sales & Marketing,Bachelor's,m,1,34,5.0,7,0.0,0,49.0,0,5.0,49.0
29108,Sales & Marketing,Bachelor's,m,1,25,4.0,3,0.0,0,43.0,0,4.0,86.0
29109,Procurement,Bachelor's,m,1,30,4.0,3,1.0,0,67.0,0,5.0,67.0
29110,Operations,Bachelor's,m,1,34,4.0,5,1.0,0,58.0,0,5.0,58.0
29111,Analytics,Bachelor's,m,1,33,4.0,3,1.0,0,86.0,0,5.0,130.5
29112,Analytics,Master's & above,m,1,30,3.0,3,0.0,0,84.0,0,3.0,84.0
29113,Sales & Marketing,Bachelor's,f,1,38,3.0,5,0.0,0,51.0,0,3.0,51.0
29114,Technology,Master's & above,f,1,35,4.0,3,1.0,0,78.0,1,6.0,130.5
29115,Procurement,Bachelor's,f,1,34,3.0,3,0.0,0,71.0,0,3.0,71.0
29116,Analytics,Bachelor's,m,1,36,3.0,10,0.0,0,86.0,0,3.0,86.0
29117,Sales & Marketing,Bachelor's,m,1,30,5.0,3,1.0,0,49.0,0,6.0,49.0
29118,Sales & Marketing,Bachelor's,m,1,51,2.0,3,1.0,0,47.0,0,3.0,47.0
29119,Technology,Bachelor's,f,1,54,5.0,5,1.0,0,81.0,0,6.0,81.0
29120,Operations,Master's & above,f,1,35,5.0,10,1.0,0,60.0,0,6.0,60.0
29121,HR,Master's & above,f,1,37,5.0,4,1.0,0,47.0,0,6.0,47.0
29122,Technology,Bachelor's,m,1,25,3.0,1,0.0,0,80.0,0,,80.0
29123,Operations,Bachelor's,m,1,35,5.0,9,1.0,0,63.0,0,6.0,63.0
29124,Procurement,Master's & above,m,1,34,3.0,4,0.0,0,66.0,0,3.0,130.5
29125,Procurement,Master's & above,m,1,53,3.0,13,0.0,0,67.0,0,3.0,67.0
29126,Sales & Marketing,Bachelor's,f,1,34,4.0,3,0.0,0,52.0,0,4.0,52.0
29127,Analytics,Bachelor's,m,1,29,1.5,4,0.0,0,85.0,0,1.0,130.5
29128,Finance,Master's & above,m,1,32,4.0,5,1.0,0,58.0,0,5.0,58.0
29129,HR,Bachelor's,f,1,31,5.0,6,1.0,0,91.0,1,7.0,91.0
29130,Procurement,Bachelor's,f,1,43,1.5,13,0.0,0,70.0,0,1.0,70.0
29131,Sales & Marketing,Master's & above,m,1,41,3.0,11,0.0,0,49.0,0,3.0,49.0
29132,Finance,Bachelor's,f,1,28,3.0,3,0.0,0,64.0,0,3.0,64.0
29133,Operations,Bachelor's,m,1,27,5.0,4,1.0,0,63.0,0,6.0,63.0
29134,Technology,Bachelor's,f,1,29,5.0,2,0.0,0,79.0,0,5.0,79.0
29135,Technology,Master's & above,f,1,39,3.0,11,0.0,0,78.0,0,3.0,78.0
29136,Technology,Bachelor's,f,1,28,3.0,1,0.0,0,81.0,0,,81.0
29137,R&D,Master's & above,m,1,39,3.0,5,1.0,0,83.0,0,4.0,130.5
29138,Operations,Bachelor's,f,1,33,4.0,5,0.0,0,60.0,0,4.0,60.0
29139,Finance,Bachelor's,m,1,32,4.0,5,0.0,0,63.0,0,4.0,63.0
29140,Operations,Bachelor's,m,1,33,4.0,3,1.0,0,62.0,0,5.0,130.5
29141,Sales & Marketing,Bachelor's,m,1,42,3.0,6,0.0,0,50.0,0,3.0,130.5
29142,Technology,Master's & above,m,1,39,5.0,12,1.0,0,81.0,1,6.0,81.0
29143,Operations,Bachelor's,m,1,34,4.0,2,1.0,0,60.0,0,5.0,60.0
29144,Operations,Master's & above,m,1,48,1.5,5,1.0,0,65.0,1,2.0,65.0
29145,Sales & Marketing,Master's & above,m,1,48,3.0,13,0.0,0,48.0,0,3.0,48.0
29146,Technology,Bachelor's,f,1,25,3.0,1,1.0,0,78.0,0,,78.0
29147,Procurement,Bachelor's,f,1,54,1.5,8,0.0,0,70.0,0,1.0,130.5
29148,Sales & Marketing,Master's & above,m,1,40,5.0,4,1.0,0,48.0,0,6.0,48.0
29149,Technology,Bachelor's,m,1,27,3.0,2,0.0,0,82.0,0,3.0,82.0
29150,Operations,Bachelor's,f,1,33,3.0,3,0.0,0,61.0,0,3.0,61.0
29151,HR,Bachelor's,f,1,28,2.0,2,0.0,0,48.0,0,2.0,48.0
29152,Sales & Marketing,Bachelor's,m,1,42,4.0,11,1.0,0,97.0,1,5.0,97.0
29153,Analytics,Master's & above,m,1,31,2.0,2,0.0,0,82.0,0,2.0,82.0
29154,Sales & Marketing,Bachelor's,f,1,54,2.0,13,0.0,0,53.0,0,2.0,53.0
29155,Analytics,Bachelor's,f,1,26,4.0,2,0.0,0,84.0,0,4.0,84.0
29156,Sales & Marketing,Bachelor's,f,1,27,3.0,1,1.0,0,49.0,0,,98.0
29157,Legal,Bachelor's,m,1,32,3.0,6,0.0,0,60.0,0,3.0,60.0
29158,Procurement,Bachelor's,f,1,32,4.0,4,0.0,0,68.0,0,4.0,68.0
29159,Operations,Bachelor's,m,1,28,3.0,3,0.0,0,58.0,0,3.0,58.0
29160,Technology,Bachelor's,m,1,37,1.5,10,0.0,0,82.0,0,1.0,82.0
29161,Sales & Marketing,Bachelor's,f,1,33,3.0,8,0.0,0,93.0,1,3.0,93.0
29162,Sales & Marketing,Bachelor's,m,1,25,3.0,2,1.0,0,51.0,1,4.0,51.0
29163,Analytics,Bachelor's,f,1,27,3.0,2,1.0,0,81.0,0,4.0,81.0
29164,Sales & Marketing,Master's & above,m,1,36,4.0,10,0.0,0,47.0,0,4.0,47.0
29165,Sales & Marketing,Master's & above,m,1,32,2.0,5,0.0,0,47.0,0,2.0,47.0
29166,Operations,Master's & above,f,1,35,5.0,10,0.0,0,68.0,1,5.0,68.0
29167,Sales & Marketing,Bachelor's,m,1,26,3.0,5,0.0,0,45.0,0,4.0,45.0
29168,Operations,Bachelor's,m,1,41,3.0,5,0.0,0,61.0,0,3.0,122.0
29169,Operations,Bachelor's,m,1,31,5.0,3,1.0,0,63.0,0,6.0,63.0
29170,Analytics,Bachelor's,m,1,25,1.5,2,0.0,0,86.0,0,1.0,86.0
29171,Analytics,Bachelor's,m,1,32,4.0,3,1.0,0,87.0,0,5.0,87.0
29172,Operations,Bachelor's,m,1,33,3.0,3,1.0,0,60.0,0,4.0,60.0
29173,Sales & Marketing,Master's & above,m,1,42,4.0,3,0.0,0,48.0,0,4.0,48.0
29174,Sales & Marketing,Bachelor's,m,1,47,5.0,13,0.0,0,44.0,0,5.0,44.0
29175,Operations,Bachelor's,m,1,34,2.0,9,0.0,0,61.0,0,2.0,61.0
29176,Sales & Marketing,Bachelor's,f,1,31,5.0,7,1.0,0,48.0,0,6.0,48.0
29177,Technology,Master's & above,m,1,35,3.0,10,0.0,0,84.0,0,3.0,130.5
29178,Finance,Bachelor's,m,1,27,2.0,5,0.0,0,63.0,0,2.0,63.0
29179,Analytics,Bachelor's,m,1,26,3.0,5,0.0,0,86.0,0,3.0,130.5
29180,Sales & Marketing,Bachelor's,m,1,39,4.0,11,0.0,0,49.0,0,4.0,49.0
29181,Technology,Bachelor's,f,1,25,5.0,4,1.0,0,79.0,0,6.0,79.0
29182,Procurement,Bachelor's,m,1,26,1.5,2,0.0,0,72.0,0,1.0,130.5
29183,Procurement,Bachelor's,f,1,27,5.0,5,0.0,0,72.0,0,5.0,72.0
29184,Operations,Bachelor's,m,1,30,4.0,6,0.0,0,58.0,0,4.0,58.0
29185,Sales & Marketing,Master's & above,m,1,39,5.0,10,1.0,0,51.0,0,6.0,51.0
29186,Technology,Bachelor's,m,1,31,4.0,6,1.0,0,77.0,0,5.0,77.0
29187,Technology,Bachelor's,f,1,33,1.5,8,0.0,0,80.0,0,1.0,80.0
29188,HR,Bachelor's,m,1,29,1.5,4,0.0,0,47.0,0,1.0,47.0
29189,Finance,Bachelor's,f,1,25,3.0,3,0.0,0,63.0,0,3.0,63.0
29190,Operations,Bachelor's,f,1,35,3.0,6,0.0,0,59.0,0,3.0,59.0
29191,Sales & Marketing,Master's & above,m,1,51,3.0,11,0.0,0,56.0,0,3.0,112.0
29192,Technology,Bachelor's,m,1,25,3.0,1,1.0,0,78.0,0,,130.5
29193,Procurement,Bachelor's,m,1,35,4.0,3,0.0,0,72.0,0,4.0,72.0
29194,Technology,Bachelor's,m,1,34,4.0,6,0.0,0,79.0,0,5.0,79.0
29195,Technology,Master's & above,m,1,39,5.0,5,1.0,0,79.0,1,6.0,79.0
29196,Operations,Bachelor's,f,1,30,3.0,6,1.0,0,58.0,1,4.0,58.0
29197,Operations,Master's & above,m,1,50,5.0,13,0.0,0,60.0,0,5.0,60.0
29198,Operations,Master's & above,f,1,41,2.0,11,0.0,0,70.0,1,2.0,70.0
29199,HR,Bachelor's,f,1,29,5.0,2,1.0,0,50.0,0,6.0,50.0
29200,Analytics,Bachelor's,m,1,28,1.5,2,0.0,0,80.0,0,1.0,130.5
29201,Sales & Marketing,Bachelor's,f,1,26,4.0,3,0.0,0,54.0,0,4.0,54.0
29202,Sales & Marketing,Master's & above,f,1,34,1.5,5,0.0,0,47.0,0,1.0,47.0
29203,Operations,Below Secondary,m,1,21,3.0,2,0.0,0,61.0,0,3.0,61.0
29204,HR,Master's & above,f,1,36,4.0,4,0.0,0,54.0,0,4.0,54.0
29205,Operations,Bachelor's,m,1,29,3.0,5,1.0,0,62.0,0,4.0,62.0
29206,Sales & Marketing,Master's & above,m,1,50,1.5,7,1.0,0,54.0,0,2.0,54.0
29207,Procurement,Bachelor's,m,1,33,3.0,4,0.0,0,65.0,0,3.0,65.0
29208,Operations,Bachelor's,m,1,34,4.0,8,0.0,0,58.0,0,4.0,58.0
29209,Operations,Master's & above,m,1,42,3.0,4,0.0,0,68.0,1,3.0,130.5
29210,Sales & Marketing,Bachelor's,m,1,32,1.5,10,0.0,0,48.0,0,1.0,96.0
29211,Sales & Marketing,Bachelor's,m,1,35,3.0,7,0.0,0,46.0,0,3.0,92.0
29212,Technology,Master's & above,m,1,31,4.0,10,0.0,0,80.0,0,4.0,80.0
29213,Sales & Marketing,Bachelor's,m,1,47,1.5,13,0.0,0,50.0,0,1.0,50.0
29214,Sales & Marketing,Master's & above,m,1,33,1.5,4,0.0,0,50.0,0,1.0,100.0
29215,Technology,Bachelor's,f,1,30,5.0,4,1.0,0,81.0,1,6.0,81.0
29216,Operations,Bachelor's,m,1,32,3.0,4,1.0,0,61.0,1,4.0,122.0
29217,Operations,Master's & above,f,1,37,4.0,6,0.0,0,65.0,0,4.0,65.0
29218,Sales & Marketing,Bachelor's,m,1,32,3.0,5,1.0,0,50.0,0,4.0,100.0
29219,Procurement,Bachelor's,f,1,44,1.5,11,0.0,0,74.0,0,1.0,74.0
29220,Sales & Marketing,Master's & above,f,1,40,4.0,11,0.0,0,51.0,0,4.0,51.0
29221,Sales & Marketing,Bachelor's,m,1,34,4.0,7,0.0,0,53.0,0,4.0,53.0
29222,Operations,Bachelor's,m,1,39,3.0,11,1.0,0,57.0,0,4.0,57.0
29223,Sales & Marketing,Bachelor's,m,1,31,1.5,3,0.0,0,48.0,0,1.0,130.5
29224,Procurement,Master's & above,f,1,39,1.5,10,0.0,0,79.0,0,1.0,79.0
29225,Procurement,Master's & above,f,1,42,3.0,6,0.0,0,75.0,0,3.0,75.0
29226,Analytics,Bachelor's,m,1,28,3.0,2,1.0,0,89.0,0,4.0,89.0
29227,Technology,Bachelor's,f,1,25,3.0,2,0.0,0,79.0,0,3.0,79.0
29228,Sales & Marketing,Bachelor's,m,1,32,4.0,6,1.0,0,47.0,1,5.0,47.0
29229,Technology,Below Secondary,m,1,22,3.0,1,0.0,0,80.0,0,3.0,80.0
29230,Sales & Marketing,Bachelor's,m,1,30,3.0,2,0.0,0,50.0,0,3.0,50.0
29231,HR,Master's & above,m,1,49,4.0,13,1.0,0,49.0,0,5.0,49.0
29232,Procurement,Master's & above,f,1,38,4.0,7,0.0,0,68.0,0,4.0,68.0
29233,Technology,Bachelor's,m,1,27,3.0,1,0.0,0,91.0,1,,91.0
29234,Procurement,Master's & above,f,1,39,5.0,13,1.0,0,68.0,0,6.0,68.0
29235,Operations,Master's & above,m,1,50,3.0,13,0.0,0,62.0,0,3.0,62.0
29236,Procurement,Bachelor's,f,1,40,5.0,6,1.0,0,66.0,0,6.0,66.0
29237,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,53.0,0,,53.0
29238,Operations,Master's & above,m,1,41,4.0,12,1.0,0,58.0,0,5.0,58.0
29239,Analytics,Bachelor's,m,1,28,5.0,5,0.0,0,80.0,0,5.0,80.0
29240,Sales & Marketing,Master's & above,f,1,54,4.0,5,0.0,0,43.0,0,4.0,43.0
29241,Technology,Bachelor's,m,1,35,3.0,9,0.0,0,81.0,0,3.0,81.0
29242,Procurement,Master's & above,m,1,54,2.0,13,0.0,0,71.0,0,2.0,71.0
29243,Finance,Bachelor's,m,1,38,4.0,3,1.0,0,60.0,0,5.0,60.0
29244,Operations,Bachelor's,m,1,30,3.0,4,1.0,0,59.0,1,5.0,59.0
29245,R&D,Bachelor's,m,1,40,3.0,4,1.0,0,90.0,0,4.0,130.5
29246,Sales & Marketing,Bachelor's,f,1,30,4.0,4,0.0,0,49.0,0,4.0,49.0
29247,Analytics,Bachelor's,m,1,48,1.5,13,0.0,0,82.0,0,1.0,82.0
29248,Procurement,Bachelor's,f,1,32,4.0,4,1.0,0,69.0,0,5.0,69.0
29249,Analytics,Master's & above,m,1,53,4.0,7,0.0,0,82.0,0,4.0,82.0
29250,Operations,Master's & above,m,1,39,3.0,5,0.0,0,56.0,0,3.0,56.0
29251,Analytics,Bachelor's,m,1,37,3.0,3,0.0,0,80.0,0,3.0,130.5
29252,Sales & Marketing,Bachelor's,m,1,39,3.0,12,0.0,0,46.0,0,3.0,46.0
29253,Analytics,Bachelor's,m,1,35,4.0,10,1.0,0,88.0,0,5.0,88.0
29254,Analytics,Bachelor's,m,1,28,5.0,5,1.0,0,84.0,0,6.0,84.0
29255,Operations,Bachelor's,f,1,32,1.5,7,0.0,0,56.0,0,1.0,56.0
29256,Technology,Master's & above,m,1,40,2.0,3,1.0,0,79.0,0,3.0,79.0
29257,HR,Master's & above,m,1,43,5.0,13,0.0,0,60.0,1,5.0,120.0
29258,Sales & Marketing,Bachelor's,f,1,28,3.0,2,0.0,0,49.0,0,3.0,49.0
29259,Operations,Master's & above,m,1,54,5.0,7,1.0,0,58.0,1,7.0,58.0
29260,Sales & Marketing,Bachelor's,f,1,28,3.0,1,0.0,0,53.0,0,,53.0
29261,Technology,Bachelor's,f,1,34,3.0,4,0.0,0,82.0,0,3.0,82.0
29262,Procurement,Master's & above,f,1,39,5.0,5,0.0,0,84.0,1,6.0,84.0
29263,Operations,Bachelor's,f,1,32,5.0,5,0.0,0,61.0,0,5.0,61.0
29264,Sales & Marketing,Bachelor's,f,1,40,1.5,4,1.0,0,47.0,0,2.0,47.0
29265,Analytics,Bachelor's,m,1,39,2.0,3,0.0,0,80.0,0,2.0,80.0
29266,Sales & Marketing,Bachelor's,m,1,33,4.0,7,0.0,0,53.0,0,4.0,53.0
29267,Sales & Marketing,Bachelor's,f,1,30,3.0,5,0.0,0,48.0,0,3.0,48.0
29268,Sales & Marketing,Bachelor's,m,1,28,4.0,4,1.0,0,50.0,0,5.0,100.0
29269,Technology,Bachelor's,m,1,30,4.0,5,0.0,0,82.0,0,4.0,82.0
29270,Sales & Marketing,Bachelor's,m,1,39,5.0,10,1.0,0,54.0,0,6.0,54.0
29271,Procurement,Bachelor's,m,1,41,5.0,4,1.0,0,71.0,0,6.0,71.0
29272,Operations,Bachelor's,f,1,50,3.0,13,1.0,0,61.0,0,4.0,61.0
29273,Operations,Bachelor's,f,1,35,5.0,8,0.0,0,63.0,0,5.0,63.0
29274,Analytics,Bachelor's,m,1,30,1.5,3,0.0,0,85.0,0,1.0,85.0
29275,Operations,Bachelor's,f,1,36,3.0,7,0.0,0,61.0,0,3.0,61.0
29276,Procurement,Master's & above,f,1,42,2.0,12,0.0,0,67.0,0,2.0,67.0
29277,HR,Bachelor's,m,1,32,5.0,4,1.0,0,52.0,0,6.0,52.0
29278,Sales & Marketing,Bachelor's,f,1,42,5.0,7,0.0,0,47.0,0,5.0,47.0
29279,Sales & Marketing,Bachelor's,m,1,27,3.0,1,1.0,0,50.0,0,,130.5
29280,Procurement,Bachelor's,f,1,30,3.0,1,1.0,0,71.0,0,,71.0
29281,Operations,Bachelor's,m,1,28,3.0,5,0.0,0,59.0,0,3.0,59.0
29282,Sales & Marketing,Bachelor's,m,1,27,3.0,3,1.0,0,50.0,0,4.0,50.0
29283,Procurement,Master's & above,f,1,33,3.0,7,0.0,0,68.0,0,3.0,68.0
29284,HR,Below Secondary,f,1,22,5.0,2,1.0,0,52.0,0,6.0,52.0
29285,Sales & Marketing,Bachelor's,f,1,26,3.0,2,1.0,0,48.0,0,4.0,48.0
29286,Sales & Marketing,Master's & above,m,1,42,5.0,7,1.0,0,50.0,0,6.0,50.0
29287,Sales & Marketing,Bachelor's,m,1,27,1.5,3,1.0,0,50.0,0,3.0,50.0
29288,Operations,Bachelor's,m,1,38,3.0,8,0.0,0,54.0,0,3.0,54.0
29289,Technology,Master's & above,m,1,35,4.0,4,1.0,0,79.0,0,5.0,79.0
29290,Technology,Bachelor's,m,1,27,3.0,2,0.0,0,82.0,0,3.0,82.0
29291,Operations,Master's & above,m,1,33,3.0,7,0.0,0,63.0,0,3.0,63.0
29292,Technology,Master's & above,m,1,44,3.0,13,0.0,0,76.0,0,3.0,76.0
29293,Operations,Bachelor's,f,1,27,3.0,4,0.0,0,60.0,0,3.0,130.5
29294,Operations,Bachelor's,f,1,27,5.0,4,1.0,0,59.0,0,6.0,130.5
29295,Operations,Bachelor's,f,1,38,4.0,5,1.0,0,63.0,1,5.0,63.0
29296,Procurement,Bachelor's,m,1,54,3.0,6,0.0,0,72.0,0,3.0,72.0
29297,Analytics,Bachelor's,m,1,29,3.0,5,1.0,0,84.0,0,4.0,84.0
29298,Sales & Marketing,Master's & above,m,1,33,4.0,8,1.0,0,54.0,0,5.0,54.0
29299,Procurement,Bachelor's,m,1,32,4.0,5,0.0,0,74.0,0,4.0,74.0
29300,Procurement,Bachelor's,m,1,26,3.0,1,0.0,0,70.0,0,,70.0
29301,Procurement,Bachelor's,m,1,30,3.0,2,0.0,0,71.0,0,3.0,71.0
29302,Sales & Marketing,Bachelor's,m,1,27,2.0,4,0.0,0,48.0,0,2.0,48.0
29303,Sales & Marketing,Master's & above,m,1,48,3.0,5,0.0,0,46.0,0,3.0,46.0
29304,Analytics,Master's & above,m,1,40,1.5,6,1.0,0,84.0,1,2.0,84.0
29305,Operations,Master's & above,f,1,54,5.0,6,0.0,0,62.0,0,5.0,62.0
29306,Procurement,Master's & above,f,1,29,3.0,2,1.0,0,69.0,0,4.0,69.0
29307,Finance,Bachelor's,f,1,28,3.0,3,1.0,0,58.0,1,4.0,58.0
29308,Technology,Bachelor's,m,1,28,1.5,2,1.0,0,81.0,0,2.0,81.0
29309,Operations,Master's & above,f,1,38,5.0,3,1.0,0,63.0,0,6.0,126.0
29310,Sales & Marketing,Bachelor's,m,1,33,5.0,6,1.0,0,97.0,1,6.0,97.0
29311,Analytics,Bachelor's,m,1,34,3.0,9,0.0,0,81.0,0,3.0,81.0
29312,Operations,Bachelor's,m,1,32,4.0,7,0.0,0,63.0,0,4.0,63.0
29313,Operations,Bachelor's,m,1,39,4.0,4,0.0,0,60.0,0,4.0,60.0
29314,Legal,Bachelor's,m,1,47,4.0,6,1.0,0,56.0,0,5.0,56.0
29315,Technology,Bachelor's,m,1,32,3.0,1,0.0,0,79.0,0,3.0,130.5
29316,Procurement,Master's & above,f,1,33,2.0,9,0.0,0,65.0,0,2.0,65.0
29317,Sales & Marketing,Bachelor's,m,1,29,3.0,1,0.0,0,45.0,0,,90.0
29318,Sales & Marketing,Bachelor's,m,1,50,4.0,5,0.0,0,51.0,0,4.0,51.0
29319,Analytics,Bachelor's,m,1,27,4.0,2,1.0,0,86.0,0,5.0,86.0
29320,Operations,Bachelor's,f,1,35,5.0,9,1.0,0,63.0,0,6.0,126.0
29321,Operations,Bachelor's,f,1,25,4.0,2,1.0,0,63.0,0,5.0,63.0
29322,Procurement,Master's & above,f,1,36,4.0,8,0.0,0,70.0,0,4.0,70.0
29323,Operations,Bachelor's,m,1,28,3.0,1,1.0,0,63.0,0,,126.0
29324,Operations,Master's & above,f,1,30,5.0,5,1.0,0,62.0,0,6.0,62.0
29325,Sales & Marketing,Master's & above,f,1,32,2.0,2,0.0,0,49.0,0,2.0,49.0
29326,Sales & Marketing,Bachelor's,m,1,27,3.0,3,0.0,0,50.0,0,3.0,100.0
29327,Procurement,Master's & above,m,1,34,5.0,10,1.0,0,73.0,0,6.0,73.0
29328,Legal,Bachelor's,m,1,26,4.0,2,0.0,0,58.0,0,4.0,58.0
29329,Operations,Master's & above,f,1,44,3.0,13,0.0,0,74.0,1,3.0,74.0
29330,Sales & Marketing,Bachelor's,m,1,29,5.0,2,0.0,0,61.0,1,5.0,61.0
29331,Sales & Marketing,Bachelor's,m,1,44,4.0,7,0.0,0,54.0,0,4.0,54.0
29332,Operations,Bachelor's,f,1,29,3.0,5,0.0,0,63.0,0,3.0,63.0
29333,Technology,Bachelor's,f,1,28,3.0,1,0.0,0,82.0,1,,130.5
29334,Sales & Marketing,Master's & above,f,1,32,1.5,3,0.0,0,49.0,0,1.0,98.0
29335,Operations,Master's & above,m,1,48,5.0,7,0.0,0,69.0,1,5.0,69.0
29336,Sales & Marketing,Bachelor's,m,1,27,3.0,6,0.0,0,48.0,0,3.0,48.0
29337,Operations,Bachelor's,m,1,32,3.0,3,0.0,0,59.0,0,3.0,59.0
29338,Technology,Bachelor's,f,1,36,5.0,7,1.0,0,84.0,0,6.0,84.0
29339,Analytics,Bachelor's,m,1,31,5.0,3,1.0,0,84.0,0,6.0,84.0
29340,Technology,Bachelor's,m,1,54,4.0,7,1.0,0,82.0,0,5.0,82.0
29341,Operations,Master's & above,m,1,54,3.0,4,0.0,0,60.0,0,3.0,60.0
29342,Operations,Bachelor's,f,1,36,4.0,7,1.0,0,60.0,0,5.0,120.0
29343,Procurement,Master's & above,m,1,42,3.0,12,0.0,0,72.0,0,3.0,72.0
29344,HR,Master's & above,f,1,36,3.0,9,0.0,0,53.0,0,3.0,53.0
29345,Operations,Bachelor's,f,1,34,5.0,2,0.0,0,62.0,0,5.0,62.0
29346,Sales & Marketing,Bachelor's,m,1,40,4.0,9,1.0,0,50.0,0,5.0,50.0
29347,Sales & Marketing,Bachelor's,m,1,41,5.0,7,0.0,0,49.0,0,5.0,49.0
