employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
34685,Operations,region_14,Master's & above,f,other,1,46,3.0,7,0,0,62,0
20934,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,3.0,5,0,0,44,0
8931,Sales & Marketing,region_1,Master's & above,m,sourcing,1,32,3.0,7,1,0,50,0
78201,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,26,4.0,5,0,0,55,0
42306,Operations,region_23,Master's & above,f,sourcing,1,33,3.0,8,0,0,61,0
22415,HR,region_25,Master's & above,m,sourcing,1,34,3.0,7,0,0,55,0
12451,Finance,region_2,Master's & above,f,other,1,55,3.0,10,0,0,61,0
34192,Sales & Marketing,region_25,Master's & above,m,other,2,40,4.0,3,0,0,47,0
36268,Analytics,region_22,Bachelor's,m,other,1,28,2.0,5,1,0,84,0
15274,Operations,region_22,Bachelor's,m,sourcing,1,30,5.0,3,1,0,56,0
7871,Operations,region_21,Bachelor's,f,other,1,40,2.0,8,0,0,60,0
38816,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,,1,1,0,49,0
14187,Operations,region_26,Bachelor's,f,other,2,31,4.0,4,0,0,63,0
78077,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,4.0,10,1,0,47,0
18606,Analytics,region_25,Bachelor's,m,sourcing,1,30,5.0,4,1,0,88,1
70203,Procurement,region_7,Bachelor's,f,sourcing,1,29,5.0,6,1,0,70,0
60416,Operations,region_31,Bachelor's,m,sourcing,1,35,3.0,2,1,0,57,0
37978,Analytics,region_28,Master's & above,m,other,2,41,3.0,8,1,1,90,1
44508,R&D,region_2,Master's & above,m,sourcing,2,30,3.0,4,0,0,88,0
1482,Operations,region_22,Bachelor's,m,other,1,27,4.0,2,0,0,65,0
59122,Technology,region_23,Master's & above,f,other,2,33,3.0,6,0,0,76,0
56169,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,2.0,4,0,0,53,0
13662,Procurement,region_2,Bachelor's,f,other,2,29,5.0,4,1,0,66,0
35834,Sales & Marketing,region_4,Bachelor's,m,other,1,39,4.0,3,1,0,48,0
16570,Finance,region_2,Master's & above,m,other,1,42,3.0,5,0,0,58,0
10128,Sales & Marketing,region_4,Master's & above,m,sourcing,1,30,3.0,6,1,0,56,0
34532,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,38,5.0,10,1,0,52,0
51866,Sales & Marketing,region_25,Bachelor's,m,other,1,36,5.0,8,1,0,47,0
45011,Sales & Marketing,region_15,Master's & above,m,other,1,35,3.0,10,0,1,54,0
70673,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,24,,1,0,0,54,0
25096,Sales & Marketing,region_7,Bachelor's,f,other,1,30,1.0,2,0,0,52,0
58169,Procurement,region_2,Bachelor's,m,other,1,41,5.0,7,1,0,70,0
39833,Sales & Marketing,region_13,Master's & above,m,other,3,36,3.0,9,0,0,44,0
65879,Operations,region_22,Master's & above,m,sourcing,1,40,3.0,3,1,0,60,0
24476,Procurement,region_2,Master's & above,m,other,2,33,5.0,9,1,0,75,0
8179,Analytics,region_22,,m,other,3,26,4.0,2,1,0,86,0
15476,Technology,region_2,Bachelor's,f,other,1,29,5.0,3,1,0,78,0
29074,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,35,4.0,5,0,0,50,0
58015,Legal,region_22,Master's & above,m,sourcing,1,39,5.0,12,0,0,59,0
46407,Procurement,region_15,Bachelor's,f,other,1,30,1.0,5,0,0,74,0
13781,Operations,region_27,Master's & above,f,other,1,40,4.0,9,0,0,58,0
42967,Operations,region_29,Bachelor's,m,other,1,43,1.0,13,1,0,59,1
71173,Technology,region_30,Bachelor's,m,other,1,36,3.0,9,0,0,78,0
78111,Operations,region_15,Bachelor's,m,other,1,45,5.0,6,1,0,53,0
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,0,86,0
40604,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,37,5.0,4,0,0,47,0
41275,Operations,region_11,Bachelor's,m,other,1,31,4.0,3,1,0,60,0
70597,Operations,region_16,Bachelor's,m,other,1,34,4.0,9,0,0,58,0
5127,Analytics,region_11,Bachelor's,m,sourcing,1,26,5.0,2,1,0,78,0
63407,Sales & Marketing,region_9,Bachelor's,m,other,1,28,2.0,5,0,0,46,0
6365,Operations,region_2,Bachelor's,m,sourcing,1,28,1.0,6,0,0,58,0
57088,Operations,region_4,Master's & above,m,other,1,48,4.0,16,0,0,65,0
32667,Procurement,region_2,Bachelor's,f,other,2,27,3.0,3,0,0,72,0
33446,HR,region_2,Bachelor's,m,sourcing,1,27,5.0,4,1,0,51,0
42012,Technology,region_2,Bachelor's,m,other,1,57,3.0,15,0,0,77,0
6272,Operations,region_2,Bachelor's,f,other,2,35,4.0,8,1,0,59,0
54853,Procurement,region_22,Master's & above,m,other,1,42,4.0,13,0,0,73,0
13750,Sales & Marketing,region_26,Bachelor's,m,other,4,29,1.0,6,0,0,51,0
29575,Operations,region_22,Bachelor's,m,other,1,28,,1,0,0,56,0
63186,Operations,region_8,Bachelor's,m,other,1,27,4.0,4,0,0,64,0
40470,Analytics,region_22,Master's & above,m,other,2,37,3.0,3,1,0,88,0
51540,Procurement,region_2,Bachelor's,m,other,2,25,3.0,2,0,0,70,0
45067,Operations,region_4,Bachelor's,f,other,1,36,5.0,7,0,0,57,0
53305,HR,region_2,Master's & above,f,other,1,56,5.0,14,1,0,46,0
30912,Technology,region_31,Bachelor's,f,sourcing,1,30,,1,1,0,76,0
46908,Operations,region_15,Bachelor's,m,sourcing,1,48,4.0,2,0,0,59,0
78200,Sales & Marketing,region_13,Master's & above,m,other,1,39,1.0,9,0,0,52,0
22566,Procurement,region_13,Master's & above,m,other,1,34,3.0,6,0,0,70,0
27297,Operations,region_2,Bachelor's,m,sourcing,1,40,4.0,3,1,0,59,0
72649,Technology,region_22,Below Secondary,m,other,1,24,,1,1,0,80,0
21601,Operations,region_31,Bachelor's,m,other,1,28,5.0,4,1,0,64,0
3874,Sales & Marketing,region_25,Master's & above,m,other,1,46,3.0,7,0,0,45,0
36708,Technology,region_7,Bachelor's,f,other,2,31,2.0,9,0,0,80,0
527,Analytics,region_2,Master's & above,m,other,2,47,3.0,15,0,0,84,0
38967,Analytics,region_32,Bachelor's,m,sourcing,1,28,5.0,2,1,0,85,0
30021,Operations,region_7,Master's & above,m,sourcing,1,34,5.0,4,0,0,61,0
61715,Legal,region_2,Master's & above,m,sourcing,1,60,5.0,12,1,0,63,1
62719,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,3.0,20,0,0,50,0
68796,Sales & Marketing,region_11,Bachelor's,m,other,2,31,3.0,8,0,0,46,0
19085,Operations,region_26,,f,sourcing,1,28,3.0,5,0,0,54,0
15721,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,30,,1,0,0,51,0
34699,Finance,region_8,Bachelor's,m,other,1,31,3.0,7,1,0,57,1
69419,Operations,region_2,Bachelor's,f,sourcing,1,51,3.0,22,0,0,58,0
43681,Analytics,region_1,Master's & above,m,sourcing,1,38,5.0,8,0,0,85,0
26778,Legal,region_4,Master's & above,m,sourcing,1,41,3.0,7,0,0,58,0
45765,Operations,region_22,Bachelor's,m,sourcing,1,27,1.0,3,0,0,59,0
29756,Sales & Marketing,region_13,Master's & above,m,other,1,31,4.0,4,1,0,51,0
50853,Sales & Marketing,region_7,Master's & above,m,sourcing,1,35,1.0,4,1,0,45,0
27717,Analytics,region_4,Bachelor's,m,sourcing,1,29,3.0,3,1,0,83,0
47961,Technology,region_24,Bachelor's,f,other,1,28,3.0,4,0,0,78,0
38140,Technology,region_2,Master's & above,m,sourcing,1,45,4.0,5,1,0,83,0
77407,Operations,region_15,Master's & above,f,other,1,39,3.0,10,0,0,58,0
25949,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,0,60,0
5184,Procurement,region_4,Master's & above,f,other,1,36,3.0,5,0,0,70,0
35945,Operations,region_2,Bachelor's,m,other,4,32,2.0,7,0,0,62,0
25651,Operations,region_4,Master's & above,m,sourcing,1,39,3.0,5,0,0,62,0
72680,Analytics,region_7,,m,other,2,29,3.0,5,0,0,88,0
59692,Sales & Marketing,region_2,Bachelor's,f,other,2,33,3.0,7,0,0,50,0
949,Sales & Marketing,region_32,,m,sourcing,1,26,3.0,2,0,0,51,0
25679,Operations,region_17,Bachelor's,f,other,1,36,3.0,9,1,0,65,0
63069,HR,region_7,Bachelor's,f,other,1,28,4.0,5,1,0,50,0
4939,Sales & Marketing,region_2,Bachelor's,f,sourcing,3,46,2.0,6,0,0,54,0
10569,Operations,region_17,Master's & above,f,other,1,38,4.0,6,1,0,58,0
77501,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3.0,3,0,0,51,0
56194,Sales & Marketing,region_2,Master's & above,m,other,2,34,3.0,7,0,0,50,0
63779,Sales & Marketing,region_2,Master's & above,m,sourcing,2,47,1.0,19,0,0,49,0
9104,HR,region_22,Below Secondary,m,sourcing,1,22,4.0,2,1,0,47,0
53104,Technology,region_30,Master's & above,f,sourcing,1,40,4.0,11,1,0,80,0
28299,Procurement,region_8,Bachelor's,f,sourcing,1,32,5.0,6,1,0,70,0
47086,Finance,region_31,Bachelor's,m,other,2,29,5.0,2,0,0,57,0
50591,Operations,region_2,Bachelor's,f,other,1,46,4.0,5,0,0,61,0
11915,R&D,region_23,Bachelor's,m,sourcing,1,34,3.0,3,1,0,87,0
17029,HR,region_6,Bachelor's,m,sourcing,1,28,5.0,5,0,0,50,0
60953,Sales & Marketing,region_7,,m,other,2,31,3.0,4,0,0,44,0
74157,Technology,region_22,Below Secondary,f,other,1,22,,1,1,0,81,0
42261,Sales & Marketing,region_22,,f,other,1,28,5.0,2,1,0,54,0
690,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,30,1.0,5,0,0,48,0
44641,Procurement,region_7,Master's & above,f,other,1,39,4.0,3,1,0,82,1
42239,Technology,region_26,Master's & above,m,other,1,39,5.0,13,1,0,78,0
74124,Finance,region_13,Master's & above,m,other,2,35,5.0,2,0,0,98,1
44383,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,3.0,3,0,0,48,0
857,Sales & Marketing,region_9,Bachelor's,m,other,1,33,5.0,3,0,0,48,0
16015,Sales & Marketing,region_15,Master's & above,m,sourcing,3,38,3.0,5,0,0,46,0
9702,Legal,region_2,Bachelor's,m,sourcing,1,33,2.0,3,0,0,57,0
22330,Procurement,region_34,Master's & above,f,other,1,37,5.0,2,1,0,66,0
35172,Sales & Marketing,region_2,Bachelor's,m,other,1,58,3.0,16,0,0,49,0
15630,Analytics,region_7,Bachelor's,m,other,2,31,5.0,5,0,0,85,0
28257,Operations,region_4,Master's & above,m,sourcing,1,36,5.0,8,1,0,59,0
10320,Sales & Marketing,region_22,Bachelor's,m,other,1,22,5.0,2,0,0,52,0
13437,Sales & Marketing,region_1,Master's & above,m,other,1,31,2.0,3,0,0,52,0
20549,Operations,region_2,Bachelor's,m,other,1,37,3.0,4,0,0,59,0
46861,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,5.0,2,0,1,60,1
24105,Sales & Marketing,region_13,Bachelor's,m,other,1,39,5.0,4,0,0,49,0
4494,Technology,region_22,Bachelor's,f,other,1,37,4.0,2,0,0,78,0
61306,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,1.0,10,0,0,50,0
20732,Technology,region_7,Bachelor's,f,other,1,24,,1,1,0,79,0
67370,Sales & Marketing,region_5,Bachelor's,m,other,2,27,3.0,4,0,0,47,0
69914,Finance,region_2,Bachelor's,m,other,1,33,4.0,7,1,0,63,0
52736,Sales & Marketing,region_10,Bachelor's,m,other,1,40,1.0,6,0,0,51,0
42141,Procurement,region_13,Master's & above,f,sourcing,1,35,3.0,6,0,0,66,0
20158,Technology,region_2,Bachelor's,m,other,1,34,3.0,8,0,0,80,0
2165,Operations,region_22,Master's & above,m,other,1,44,2.0,6,0,0,59,0
54577,Finance,region_2,Bachelor's,m,sourcing,1,34,4.0,8,0,0,55,0
14405,Procurement,region_7,Bachelor's,m,other,1,27,4.0,3,0,0,73,0
74274,Technology,region_22,Master's & above,m,other,2,33,5.0,5,1,0,81,1
74759,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,26,,1,0,0,44,0
8938,Operations,region_2,Master's & above,m,sourcing,1,32,4.0,6,1,0,60,0
60616,Technology,region_16,Bachelor's,m,other,1,36,4.0,4,0,0,77,0
56197,HR,region_19,Bachelor's,m,other,1,31,4.0,5,0,0,58,0
52435,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,42,5.0,5,0,0,50,0
19207,Operations,region_2,Bachelor's,m,sourcing,1,31,1.0,4,1,0,58,0
53311,Operations,region_22,Master's & above,m,sourcing,2,52,4.0,18,0,0,56,0
47850,Operations,region_27,Bachelor's,m,other,1,44,3.0,2,0,0,56,0
66389,Finance,region_20,Bachelor's,f,sourcing,1,27,5.0,4,1,0,59,0
32527,Analytics,region_28,Master's & above,m,sourcing,1,41,3.0,4,0,0,85,0
14564,Operations,region_27,Bachelor's,m,sourcing,2,30,3.0,6,0,0,60,0
30639,Operations,region_3,Master's & above,f,sourcing,1,32,4.0,6,0,0,58,0
11416,Procurement,region_2,Bachelor's,f,sourcing,1,58,3.0,5,0,0,70,0
55468,HR,region_2,,m,other,1,29,2.0,3,0,0,50,0
65023,Sales & Marketing,region_8,Bachelor's,m,other,1,29,,1,0,0,51,0
55412,Analytics,region_22,Bachelor's,m,sourcing,2,30,3.0,6,1,0,85,0
9808,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,4.0,5,0,0,53,0
22677,Procurement,region_27,Bachelor's,f,other,1,30,3.0,2,1,0,66,0
69762,Analytics,region_29,Bachelor's,m,other,1,29,4.0,4,0,0,85,0
8248,Technology,region_2,Master's & above,m,other,1,48,1.0,24,0,0,79,0
14543,Procurement,region_2,Master's & above,f,other,1,41,3.0,11,0,0,72,0
47612,Procurement,region_11,Master's & above,m,sourcing,1,34,5.0,7,1,0,66,0
11237,Sales & Marketing,region_28,Master's & above,m,other,1,34,1.0,8,0,0,48,0
33568,Technology,region_8,Bachelor's,f,sourcing,1,27,3.0,3,0,0,81,0
25403,Legal,region_7,Master's & above,m,other,1,36,1.0,7,0,0,55,0
77663,Sales & Marketing,region_16,Bachelor's,m,other,1,34,1.0,2,0,0,49,0
17338,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,25,3.0,1,0,0,48,0
52738,Analytics,region_15,Bachelor's,m,other,1,27,3.0,2,1,0,86,0
57888,Procurement,region_5,Bachelor's,f,sourcing,1,32,5.0,8,1,0,69,0
42914,Finance,region_28,Bachelor's,f,other,2,28,3.0,1,0,0,60,0
39142,Operations,region_22,Master's & above,f,sourcing,1,60,4.0,4,1,0,59,0
50281,Finance,region_2,Bachelor's,f,sourcing,1,52,5.0,8,0,0,59,0
47845,Operations,region_10,Master's & above,m,other,1,35,3.0,8,0,0,72,1
36194,Finance,region_5,Bachelor's,m,sourcing,1,36,5.0,3,1,0,62,0
58218,HR,region_17,Bachelor's,m,sourcing,1,27,3.0,4,1,0,57,0
48163,Procurement,region_10,Master's & above,m,other,1,35,5.0,3,1,0,69,0
30084,Analytics,region_28,Bachelor's,m,sourcing,1,30,1.0,5,1,0,86,0
5663,Operations,region_15,Bachelor's,m,sourcing,1,52,3.0,10,0,0,61,0
33651,Technology,region_2,Bachelor's,m,sourcing,1,29,1.0,4,0,0,78,0
45517,Operations,region_2,Master's & above,f,sourcing,1,43,4.0,4,1,0,57,0
55768,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,,1,1,0,48,0
45937,Operations,region_22,Bachelor's,m,other,1,34,3.0,7,0,0,66,1
8666,Operations,region_7,Bachelor's,m,other,2,29,3.0,5,0,0,56,0
58932,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,33,4.0,6,0,0,48,0
30093,Procurement,region_7,Bachelor's,m,sourcing,2,33,3.0,7,0,0,73,0
42259,Sales & Marketing,region_2,Master's & above,f,other,1,40,3.0,3,1,0,49,0
58812,Sales & Marketing,region_31,Bachelor's,m,other,1,27,2.0,3,0,0,60,1
69086,Procurement,region_2,Bachelor's,m,other,1,28,5.0,3,1,0,73,0
8014,Technology,region_13,Bachelor's,f,other,1,30,5.0,6,0,0,80,0
28410,Sales & Marketing,region_5,Bachelor's,m,other,1,38,3.0,7,1,0,48,0
20735,Sales & Marketing,region_2,Bachelor's,m,referred,2,31,5.0,6,0,0,48,0
73878,Operations,region_8,Bachelor's,f,sourcing,1,26,2.0,3,1,0,61,0
46716,Analytics,region_31,Bachelor's,f,sourcing,1,26,1.0,4,0,0,83,0
73791,Operations,region_2,Master's & above,m,sourcing,1,45,5.0,13,0,0,60,0
26891,Analytics,region_2,Bachelor's,m,other,1,25,4.0,2,0,0,81,0
21968,R&D,region_7,Master's & above,m,other,1,35,3.0,6,0,0,80,0
6902,Procurement,region_13,Master's & above,f,other,1,49,5.0,15,0,0,72,0
39716,Technology,region_31,Bachelor's,m,other,1,25,,1,1,0,78,1
44714,Technology,region_22,Master's & above,m,sourcing,1,47,5.0,19,1,0,72,1
68661,Technology,region_29,Bachelor's,m,sourcing,1,40,1.0,4,1,0,77,0
7716,Finance,region_31,Bachelor's,m,sourcing,3,41,3.0,3,0,0,60,0
3677,Analytics,region_7,Master's & above,m,other,1,42,3.0,14,0,0,86,0
50813,Sales & Marketing,region_19,Bachelor's,m,other,1,36,4.0,9,0,0,47,0
12482,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,3.0,4,1,0,52,1
18174,Sales & Marketing,region_28,Master's & above,f,other,1,33,3.0,8,0,0,52,0
65177,Legal,region_22,Bachelor's,m,other,1,27,,1,1,0,60,0
20402,Analytics,region_32,Bachelor's,f,other,1,29,3.0,10,1,0,87,0
50579,Sales & Marketing,region_7,Master's & above,m,sourcing,1,45,1.0,4,0,0,53,0
16974,Finance,region_19,Bachelor's,m,other,1,29,,1,1,0,60,0
27103,Technology,region_2,Bachelor's,m,other,1,44,5.0,15,1,0,77,0
60483,Operations,region_22,Bachelor's,f,sourcing,1,43,5.0,13,1,0,59,0
62317,HR,region_30,Bachelor's,m,other,1,28,3.0,4,1,0,50,0
18531,Analytics,region_28,Master's & above,m,sourcing,2,32,3.0,4,1,0,86,1
11261,Operations,region_12,Bachelor's,m,other,1,27,4.0,2,1,0,59,0
50504,Operations,region_15,Bachelor's,f,other,1,31,3.0,6,1,0,58,1
69554,Procurement,region_5,Bachelor's,f,sourcing,1,32,2.0,4,1,0,69,0
4496,Sales & Marketing,region_7,Bachelor's,f,other,1,32,3.0,6,0,0,52,0
71483,Technology,region_3,Bachelor's,m,other,1,30,3.0,8,1,0,83,0
28946,Sales & Marketing,region_2,Master's & above,m,other,1,38,1.0,2,0,0,49,0
21692,Operations,region_15,Master's & above,m,sourcing,1,35,3.0,4,1,0,60,0
74173,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,4.0,7,0,0,52,0
36734,Finance,region_2,Bachelor's,m,other,1,45,4.0,15,0,0,57,0
2295,Analytics,region_31,Bachelor's,m,other,1,28,3.0,5,1,0,82,0
8051,Sales & Marketing,region_28,Bachelor's,f,other,1,29,3.0,5,1,0,48,0
36480,Analytics,region_15,Bachelor's,m,sourcing,2,31,3.0,6,0,0,81,0
67547,Operations,region_22,Bachelor's,m,other,1,29,3.0,4,0,0,56,0
42932,Technology,region_7,Master's & above,m,other,1,45,5.0,8,0,0,77,0
64237,Operations,region_26,Bachelor's,f,other,1,35,3.0,7,1,0,57,0
50762,R&D,region_28,Master's & above,m,other,1,39,5.0,2,1,0,81,0
48101,Operations,region_16,Bachelor's,f,other,1,35,5.0,11,1,0,61,0
36288,Analytics,region_7,Bachelor's,m,sourcing,2,42,5.0,3,1,0,87,0
4190,R&D,region_31,Bachelor's,m,other,1,35,3.0,7,0,0,85,0
50680,Sales & Marketing,region_4,Master's & above,m,sourcing,2,32,3.0,4,0,0,53,0
27703,HR,region_32,Bachelor's,f,sourcing,1,35,5.0,8,1,0,54,0
28684,Technology,region_7,Bachelor's,f,other,2,36,3.0,7,0,0,85,0
39629,Sales & Marketing,region_11,Bachelor's,f,other,1,35,5.0,9,0,0,48,0
10618,Procurement,region_11,Bachelor's,f,sourcing,1,27,1.0,5,0,0,70,0
4059,Procurement,region_17,Bachelor's,f,sourcing,1,50,4.0,16,0,0,67,0
30647,Procurement,region_8,Bachelor's,f,other,1,29,3.0,2,0,0,66,0
34608,Finance,region_4,Bachelor's,m,other,1,29,2.0,4,0,0,60,0
74004,Operations,region_15,Master's & above,m,other,1,38,5.0,10,1,0,52,0
55711,Operations,region_3,Bachelor's,f,sourcing,1,30,3.0,5,0,0,56,0
61270,HR,region_27,Bachelor's,f,sourcing,1,27,5.0,4,1,0,51,0
32887,Operations,region_29,Bachelor's,m,other,1,28,2.0,2,1,0,58,0
70416,Analytics,region_28,Bachelor's,m,sourcing,1,31,5.0,4,0,0,87,0
65279,Technology,region_13,Bachelor's,f,sourcing,1,29,3.0,3,0,0,73,0
62336,Sales & Marketing,region_22,Bachelor's,m,other,4,28,,1,0,0,52,0
76444,Operations,region_28,Master's & above,m,sourcing,1,32,4.0,6,0,0,61,0
16884,Technology,region_15,Bachelor's,m,other,3,36,3.0,8,0,0,74,0
49312,Procurement,region_23,Bachelor's,f,other,1,30,,1,0,0,62,0
1914,Technology,region_16,Bachelor's,m,sourcing,1,28,3.0,4,0,0,79,0
77284,Technology,region_16,Bachelor's,m,sourcing,1,27,,1,0,0,82,1
49499,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,26,3.0,3,0,0,48,0
38283,Technology,region_7,Master's & above,f,sourcing,1,35,2.0,9,0,0,76,0
3017,Procurement,region_22,Bachelor's,m,other,2,27,3.0,5,1,0,68,0
50879,Analytics,region_19,Bachelor's,m,other,1,29,5.0,5,1,0,85,0
65504,Procurement,region_2,Master's & above,f,other,1,35,5.0,6,1,0,67,0
57707,HR,region_15,Bachelor's,m,sourcing,1,29,5.0,2,0,0,51,0
68180,Technology,region_7,Bachelor's,f,other,1,34,3.0,8,0,0,80,0
33640,Finance,region_2,Bachelor's,m,other,1,34,3.0,3,0,0,60,0
21250,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,35,5.0,7,1,0,48,0
23843,Procurement,region_19,Bachelor's,m,sourcing,1,30,3.0,5,0,0,72,0
68801,Finance,region_31,Master's & above,f,other,1,33,3.0,7,1,1,58,1
40359,Technology,region_2,,f,sourcing,1,36,3.0,7,0,0,82,0
58424,Sales & Marketing,region_27,,m,other,1,32,4.0,4,0,0,53,0
22984,Analytics,region_13,Bachelor's,m,other,1,49,3.0,4,0,0,86,0
27232,Operations,region_13,Master's & above,f,sourcing,1,41,3.0,12,0,0,61,0
67244,Analytics,region_7,Bachelor's,m,sourcing,1,27,,1,0,0,86,0
18701,Legal,region_2,Bachelor's,m,sourcing,1,37,3.0,7,0,0,55,0
11728,Analytics,region_29,Bachelor's,m,other,2,32,3.0,2,0,1,88,0
32915,Sales & Marketing,region_7,Bachelor's,f,other,1,41,3.0,3,0,0,49,0
33850,Technology,region_5,Bachelor's,m,sourcing,1,30,3.0,3,0,0,79,0
21859,Technology,region_13,Master's & above,m,other,2,34,3.0,7,1,0,82,0
66805,HR,region_25,Master's & above,m,other,1,32,3.0,4,0,0,48,0
65328,Operations,region_7,Bachelor's,m,other,2,46,4.0,6,0,0,59,0
66135,Sales & Marketing,region_8,Bachelor's,m,other,4,27,,1,0,0,47,0
21806,Procurement,region_15,Master's & above,m,sourcing,1,39,2.0,6,1,0,71,0
66744,Operations,region_7,Bachelor's,m,other,1,43,5.0,15,1,0,59,0
38332,Technology,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,82,0
71357,Sales & Marketing,region_24,Bachelor's,f,other,1,27,1.0,2,0,0,51,0
58726,Procurement,region_4,Master's & above,m,other,1,35,5.0,8,1,0,74,0
57299,HR,region_6,Bachelor's,f,other,1,26,4.0,3,0,0,50,0
72322,Sales & Marketing,region_28,Master's & above,m,other,3,31,4.0,6,0,0,49,0
19492,Legal,region_2,Bachelor's,m,other,1,50,3.0,14,0,0,59,0
43148,Procurement,region_14,Bachelor's,m,sourcing,1,27,3.0,5,0,0,66,0
24083,Procurement,region_8,Bachelor's,f,sourcing,1,31,3.0,3,1,0,68,0
51858,Technology,region_14,Bachelor's,m,other,1,25,3.0,2,0,0,80,0
66024,Legal,region_2,Bachelor's,m,other,1,37,3.0,5,0,0,57,0
391,Operations,region_4,Master's & above,f,other,2,42,3.0,5,0,0,66,0
40880,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,50,5.0,7,0,0,52,0
41730,Technology,region_2,,m,other,1,52,5.0,10,1,0,82,0
7592,Analytics,region_12,Bachelor's,m,other,1,28,,1,0,0,81,0
68544,Sales & Marketing,region_24,Bachelor's,m,other,3,32,3.0,3,0,0,45,0
3160,R&D,region_20,Bachelor's,m,other,1,29,4.0,3,0,0,85,0
45500,Procurement,region_17,Bachelor's,f,other,2,32,3.0,4,1,1,67,0
69633,Procurement,region_2,Bachelor's,f,sourcing,2,38,4.0,3,1,1,70,0
41541,Operations,region_7,Bachelor's,m,sourcing,2,30,5.0,2,1,0,62,0
66756,Sales & Marketing,region_26,Master's & above,m,other,1,42,5.0,7,1,0,50,0
43519,Procurement,region_27,Master's & above,m,sourcing,2,35,5.0,6,1,0,68,0
24565,HR,region_2,Bachelor's,m,other,1,35,1.0,10,0,0,49,0
18443,Procurement,region_2,Master's & above,m,other,3,37,4.0,8,0,0,67,0
37485,Analytics,region_22,Bachelor's,m,sourcing,2,28,3.0,2,0,0,83,0
59738,Procurement,region_13,Master's & above,f,sourcing,1,41,2.0,5,1,0,67,1
40034,Finance,region_27,Bachelor's,f,sourcing,2,29,2.0,4,0,0,61,0
67692,Technology,region_7,Master's & above,f,other,1,51,1.0,4,1,0,79,0
60751,Procurement,region_2,Bachelor's,f,sourcing,1,47,3.0,10,0,0,71,0
14152,Sales & Marketing,region_17,Bachelor's,m,other,2,32,3.0,3,1,0,52,0
8187,Procurement,region_2,Bachelor's,f,sourcing,1,39,3.0,13,0,0,83,1
49579,Technology,region_27,Bachelor's,f,sourcing,1,32,2.0,5,0,0,81,0
75192,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,4.0,11,0,0,50,0
72701,Technology,region_2,Master's & above,f,sourcing,1,42,4.0,3,1,0,77,0
44246,Finance,region_2,Master's & above,m,other,1,39,4.0,2,1,0,54,0
3669,HR,region_31,Bachelor's,f,other,1,29,3.0,3,0,0,48,0
18988,Technology,region_7,Bachelor's,m,other,1,30,5.0,3,1,0,75,0
23596,Operations,region_15,Bachelor's,m,other,1,36,5.0,7,0,0,55,0
44977,Finance,region_7,Bachelor's,m,sourcing,2,30,3.0,2,0,0,61,0
39180,Technology,region_15,Master's & above,m,other,3,32,3.0,2,0,0,75,0
74587,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,29,3.0,3,0,0,47,0
27947,Sales & Marketing,region_26,Bachelor's,m,other,1,43,3.0,4,1,0,49,0
32456,Operations,region_19,Bachelor's,m,other,1,41,3.0,7,0,0,61,0
44309,Procurement,region_2,Bachelor's,m,sourcing,1,32,5.0,6,1,0,66,0
6328,R&D,region_2,Bachelor's,m,sourcing,2,42,3.0,3,1,0,84,0
4501,Analytics,region_32,Bachelor's,m,sourcing,1,36,3.0,4,1,0,81,0
5515,Operations,region_13,Master's & above,m,other,1,43,3.0,7,1,0,56,1
21134,Operations,region_11,Bachelor's,m,other,1,24,,1,0,0,61,0
46742,Analytics,region_1,Bachelor's,m,sourcing,3,29,3.0,3,0,0,87,0
